id	FAS	BCL6	CASP1	CD36	DDC	FABP4	IL10	NR4A2	ABCB1	PPARA	PPARD	PPARG	SHBG	NR1H4	LPAR6	PARK7	Type
Train.GSE164760_GSM5018346_Treat	5.76802928550485	5.17026007465578	5.88751799818656	7.4632751959964	6.05269668534541	6.54299880203003	3.30034897758579	2.61281594139846	8.15059375284756	5.91329572227696	3.89711689062647	5.79133689654023	5.38504259510294	7.33816672285632	6.50902257042869	9.82026938708702	1
Train.GSE164760_GSM5018347_Treat	6.33368873220268	5.06391323465816	6.63593172701283	8.21627909763043	5.72989667375986	4.29015819885175	4.28164598213655	4.44730307513232	6.59974960618881	6.24327161326983	5.28540719111199	5.07611496010667	8.79710288049128	7.03987470197386	5.30133997631642	8.49460314794764	1
Train.GSE164760_GSM5018348_Treat	7.04536543442248	5.40301815325764	7.05545956519008	7.32395445109136	5.5963766222781	5.30124444154856	4.02521599529543	5.36040881597256	5.62862809731544	7.38267765064264	4.13831092974907	5.58783126305414	7.37038754333553	6.56221068704346	6.14995801203473	7.09446923087343	1
Train.GSE164760_GSM5018349_Treat	6.01500746923118	4.76385127351841	5.62981102472122	4.81913498117981	5.9839578177748	11.8977271871173	3.89466135698889	3.76800054009208	7.52566909988434	4.91153735510336	7.37836521570907	4.3867512198705	6.23781047651626	7.57698228119585	5.86555643563706	8.98985786792571	1
Train.GSE164760_GSM5018350_Treat	6.20131341542449	6.74175602183696	6.31346460296336	5.32719120178315	5.43357445748533	11.1964390006752	4.22897582718309	5.08466377245152	4.79922720955865	5.34743341297497	6.133293344615	3.31732480595922	4.85167583302457	6.07911631510227	6.757474127736	9.12942857904796	1
Train.GSE164760_GSM5018351_Treat	5.77659724571034	5.27848564288599	6.23532349252139	7.88560108984952	6.39206920963254	9.8001444747934	4.16462621114547	7.26806941938948	6.55213227293495	7.52701440004727	4.90497015108076	4.52125799426903	6.32255043383735	6.08631795687648	8.07077707903003	9.58933076307898	1
Train.GSE164760_GSM5018352_Treat	5.57069473312769	5.21595043690254	5.00252332493251	5.23214019715012	6.10358139498286	8.72535388252178	3.50821365219754	3.27095261166853	7.79860869517522	4.92084508976783	6.70305213070007	5.91414878015097	7.26136413034865	6.79090860273427	6.12538169324768	9.97556760536914	1
Train.GSE164760_GSM5018353_Treat	5.36455070897315	7.4685500969553	3.9956696688873	7.08012102133659	9.28980723942134	5.65482136850654	3.60635388899294	3.0568544375191	5.98075433064053	6.10181890818683	4.48517881259538	5.4022258909618	4.03086098011577	7.54573323349012	6.74419028963181	9.03161728383732	1
Train.GSE164760_GSM5018354_Treat	4.59597385060563	6.20323332334972	4.50378516014729	4.55794782534161	6.69241123599606	5.74747062838026	3.70568343324427	3.77712876519947	5.65268564295599	5.69598063989392	4.36018983738728	4.50429224465244	5.3328732445594	8.16366108858709	5.33548618147267	8.37681074700378	1
Train.GSE164760_GSM5018355_Treat	5.95727651625682	6.71581201551483	4.787652366243	5.07522335948901	9.19789492601075	8.74456989849112	4.0350316066427	5.77565001763059	5.44953699060436	6.35615787001264	5.32710862765364	5.41802137316413	5.98827690269837	6.27306166235451	5.59996894129981	9.58933076307898	1
Train.GSE66676_GSM1627740_Control	5.82057984879479	3.76288520614529	6.09819883230125	5.88633656201519	7.01871664508157	5.1063583841027	4.159364535987	4.17185999958223	7.78809186805522	6.45235728713176	4.63780519217227	5.04152194845023	4.74444261146022	6.975216049664	5.74823100210056	9.53946961251296	0
Train.GSE66676_GSM1627741_Control	4.91381977117631	6.3045393359317	4.72951901390565	4.60998782298378	6.4404238491893	4.48182260543124	3.82169287023153	5.25422131054286	5.24267131993778	6.29057820780205	4.44123444494262	4.37445642882379	6.69921078805405	5.74280464335048	4.1712612528208	8.49299489689694	0
Train.GSE66676_GSM1627742_Control	4.64663613767463	6.12129351368556	4.78678698928658	6.11541921113151	7.07314701934924	4.9141319751193	4.84851985499732	3.94315781836062	5.32934330360258	6.66541423169492	4.75002918869831	5.90778170489172	6.37758288208888	6.73418343525527	4.50930174328198	9.79359331903592	0
Train.GSE66676_GSM1627743_Control	5.45920819260258	5.09197997406036	5.22816393309499	5.61939281947655	5.76887813207127	4.54974227078496	4.19990274455601	3.49409757326254	5.54713331325988	5.94707175104713	4.9906240001139	4.90472475820927	5.52996878804936	6.67802182912547	5.04649495815957	9.39146470896458	0
Train.GSE66676_GSM1627744_Control	6.78265807371448	5.03386609227618	7.48914555442425	8.48357005085179	7.30025651021676	4.18067938619668	3.64430636417932	3.66733998542416	6.4273240396109	6.32315013023069	4.24505842110842	5.94876506913042	4.96821125179079	8.59480125467432	7.18849262460425	9.13598397351766	0
Train.GSE66676_GSM1627745_Control	4.49990276792682	5.47816291883808	5.06436394868155	6.22440100428956	6.49833013966514	4.76662383688385	3.10166751740162	5.00627389615628	5.54085099671309	8.51163731155704	5.20794817569558	4.61275584087728	6.29509811274716	6.74007150706745	5.33084927950534	8.91299463312985	0
Train.GSE66676_GSM1627746_Control	6.31769725323611	5.85050049764965	6.67551050687302	7.13692438644955	8.45978951212487	4.34260828280416	4.02647025279446	3.90625430542451	6.86953172451526	6.49193391615197	3.98057119052931	5.07293396843425	6.49476412940627	8.06568580499212	5.49629733815664	9.1413154653186	0
Train.GSE66676_GSM1627747_Control	7.18000683170102	6.06530331045478	7.7462764291306	7.74982537357956	7.1905897000204	5.06793900652278	4.67246265982727	4.19452921802158	6.26213106870463	6.131360336952	3.94584154656174	5.82187528949508	4.90947106783604	9.81029080174481	6.81731748244147	9.46562891629616	0
Train.GSE66676_GSM1627748_Control	6.01130170851819	5.17301285661627	6.94856324778301	7.02697660627226	6.49295232060827	5.30920477758482	3.91685550838424	6.85668461537472	5.30657986811212	6.94213581656265	4.53137047211294	4.70681295640872	6.60724253630312	8.87524811973784	7.25153529399515	9.52708314491906	0
